comment,label,rate
đựơc tặng  cám ob  cửa hàng  ạ   ,POS,5
hàng giao không đúng màu  chất lượng  sản phẩm  được  nhân viên giao hàng rất khó chịu ,NEG,2
chất lượng sản phẩm tuyệt vời   cửa hàng  rất chuyên nghiệp ,POS,5
hàng đẹp vải giày giá phải chăng  positive  ,POS,4
chất ok ,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn  thời gian giao hàng rất nhanh ,POS,5
còn mua hàng dài dài của  cửa hàng  nhé  positive  positive  ,POS,4
giao hàng nhanh   chất lượng vải tốt  positive  ,POS,5
 cửa hàng  phục vụ rất tốt rất đáng tiền ,POS,5
điểm trừ duy nhất mình mua huarache đỏ đế trắng của nike thì hộp là hộp adidas  positive  mong  cửa hàng  lưu ý ,POS,4
cho  cửa hàng     chúc  cửa hàng  đắt hàng nha đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền ,POS,5
 cửa hàng  cũng nhiệt tình trả lời khách ,POS,4
áo bề ngang quá rộng  chỉ dành cho bé bị béo phì nặng positive    cửa hàng  nên may bé lại  xíu  cửa hàng  ạ ,NEG,1
yêu cầu ad luyện chữ đẹp hơn °  ,NEU,3
 chất  liệu không dung nhu hình ao không ra  gì   ,NEG,1
chất co giãn tốt nhưng dễ nhăn sau khi giặt phải là ,NEU,3
chuẩn ảnh  rất ok ,POS,5
dịu nhẹ cho da  da mình nhạy cảm và có mụn ,POS,4
ok lăm  cửa hàng  ,POS,5
giao hàng lâu  vải mỏng  thun giãn  loại vải này chắc chỉ mặc được  lần giặt xong là thôi mang làm giẻ lau nhà luôn   được  cái là thiết kế mặc lên dáng cũng  được  ,NEG,2
đóng gói sản phẩm chắc chắn ,POS,5
mình có phản ánh và hoàn lại sản phẩm nhưng người bán không phản hồi ,NEG,1
túi thơm ,POS,5
 cửa hàng  phục vụ kém ,NEG,2
chất vải rất ổn và mịn giao hàng nhanh  cửa hàng  tương tác tốt với khách hàng có cơ hội sẽ tiếp tục ủng hộ  cửa hàng  ,POS,5
 positive  positive  positive  rất ưng luôn không còn gì để nói  positive  positive    sẽ ủng hộ  cửa hàng  dài dài   sở thích toàn đồ tối màu may  cửa hàng  gửi đúng toàn màu mình thích  positive  positive  yêu  cửa hàng  quá ý cho hẳn    star  ,POS,5
đã chất lượng kém mà giao lại không đúng  cỡ  ,NEG,2
đóng gói sản phẩm rất đẹp và chắc chắn và giao hàng nhanh  positive  ,POS,5
chất lượng sản phẩm tốt với mức giá ,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh ,NEU,3
nhưng cho  cửa hàng      vì áo khá ok so với giá ,POS,5
mang đi mưa mà vẫn ướt như thường  dây buộc không bó sát chân được ,NEG,1
vải nhiều chất nilon nên dày và nóg ,NEG,1
giày nhìn đẹp nhưng đế giầy chưa mang đã rớt ra ngoài  thấy bất tiện và không có thẩn mũ lắm ,NEU,3
giao hang nhanh gê ý ,POS,5
giao hàng nhanh ,NEU,3
chất vải mềm mại  mặc thoải mái nhưng chỉ sợ sau bị xù vải thui ,NEU,3
mỗi tội  cỡ  s bé nhất rồi mà vẫn rộng ,NEU,3
chúc  cửa hàng  đắt hàng ,POS,4
phù hợp với giá tiền ,POS,4
thời gian giao hàng rất nhanh ,NEU,3
yêu thương  positive  ,POS,5
 cửa hàng  giao thiếu áo này cho tôi ,NEU,3
giày bị lem màu xanh hồng bẩn hết đế ,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh rất đáng tiền ,POS,5
nhưng ksao ,NEU,3
m cao    không mà mặc ngắn lắm ,NEG,2
hàng đẹp lắm  positive  ,POS,5
chất lượng sản phẩm tốt thời gian giao hàng rất chậm ,POS,4
quần của mk bị rách  chút mk sẽ tự khâu lại  được  nhưng hơi buồn   negative  ,NEU,3
quần mềm thoáng  các bạn ủng hộ  cửa hàng  đi nhé ,POS,5
áo thì giống hình nhưng gấu tay áo và gấu áo bên dưới màu lại khác không cùng màu với màu áo ,POS,4
đăng ảnh rõ ràng từng sợi len đến khi gửi thàng nỉ ,NEU,3
màu sắc kiểu dáng y hình ,POS,4
sh không nên bán mấy chất như z nữa ,NEG,1
đặt đen trăng kẻ thì giao đen trắng hồng ,NEG,1
rất ok ,POS,5
giá rẻ chất đẹp không chê vào đâu được  positive  ,POS,5
kiến gió nhà mình không ăn  nên không đuổi được kiến ,NEG,1
tính em hễ vui lại hay dài dòng  viết bài view mà dài quá không đủ viết tiếp ,POS,4
hàng chuẩn  giá ổn ,NEU,3
rất đáng tiền ,POS,5
ship hàng đã cũ ,NEG,1
đóng gói sản phẩm còn sơ xài  không để sản phẩm riêng theo từng set ,NEG,2
chất lượng sản phẩm rất kém  dây nhuộm mầu nên khi cầm sẽ phai ra tay xanh đỏ tím vàng ,NEG,1
 cửa hàng  phục vụ rất tốt nhiệt tình  sản phẩm chất lượng được ,POS,4
điểm trừ là mùi áo lúc đầu hơi khó chịu ,NEU,3
e bán hàng xem lại giúp chị đơn hàng chị đặt là không có màu này nhé ,NEG,2
áo màu in nhạt vải mặc nóng ,NEG,1
 cỡ  nhỏ quá   còn cạp quần thì quá cao luôn  positive  ,NEU,3
giày đẹp  mang êm ,POS,5
chất lượng sản phẩm ổn ,POS,4
vai  đẹp  mau  đẹp  kieu may cung  đẹp  nhung chac la do vai tho nen duong may de bung chi ,POS,5
thời gian giao hàng rất nhanh  hạt thơm ,POS,5
tã mềm đẹp tuy nhiên vẫn có mùi ,POS,4
 cửa hàng  phục vụ rất tốt rất đáng tiền ,POS,5
 cửa hàng  phục vụ rất tệ  giao hàng thiếu nhắn tin thì không trả lời  hộp thun  không đáng bao nhiêu nhưng cũng là tiền  ít ra cũng phải trả lời để cho ngta biết như thế nào  đằng này thì im re  còn muỗng thì bị bể  mảng làm sao e bé ăn  được  đây trời ,NEG,1
mật để trong tủ đá không bị đóng đá   chất lượng thật  ,POS,5
như áo bà già ,NEU,3
chất lượng sản phẩm tốt nhưng gửi nhầm mầu ,POS,4
chưa sử dụng nên không thể đánh giá được chất lượng sản phẩm ,NEU,3
rất đáng tiền ,POS,5
chân mình bị nổi mẫn đỏ  mấy chỗ sưng lên rất đau đến giờ vẫn chưa hết  mình đem quần ngâm nước nóng cũng không hết chất nhuộm ,NEG,2
thời gian giao hàng rất chậm ,NEG,1
sản phẩm rất kém không giống với mô tả ,NEG,1
nói chung là sản phẩm rất vừa í nhoa  positive  positive   còn được tặng thêm quà nữa ,POS,5
hàng đẹp  chắc chắn ,POS,5
si gì e xl chi bang si gì e mình cua cac loai quan khác  ,NEG,1
ko phải coton   nhưng vải và đường may vẫn ok ,POS,5
chất lượng sản phẩm tuyệt vời ok lắm ,POS,5
giày đẹp  đóng gói về mở ra hơi bị nhăn  positive  chất lượng sản phẩm tuyệt vời  giao hàng nhanh      nhé  cửa hàng   positive  positive  positive  ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh chưa sử dụng nên chưa đánh giá  được  sản phẩm mong người bán hàng có tâm không bán hàng nhái cho trẻ e ,POS,5
 cửa hàng  làm ăn uy tín ,POS,4
chất lượng sản phẩm tốt  vải hơi mỏng ,POS,4
hàng giống như trog hình ,POS,4
hàng đẹp nhưng bị lỗi về chốt gài không gài được ,POS,4
độ bám màu tốt  màu lên đều và chuẩn  không bột cũng không khô môi  nếu bạn chăm tẩy tế bào chết cho môi  ,POS,5
cái này b gì  ết bẩn ngay gần con hươu ạ h gì x không biết có giặt sạch  được  không nữa     ,NEU,3
đây là một sản phẩm rất hữu ích  chất lượng tốt so với giá bán  đóng gói sản phẩm rất đẹp và chắc chắn  rất đáng tiền ,POS,5
chất áo đẹp  form áo lên dáng cũng đẹp ,POS,5
áo rất đẹp  mặc thoải mái và sờ chất vải cực kì ưng ,POS,5
chi chu nhiet tinh  ,POS,5
mong là giặt xong không s ,NEU,3
tư vấn nhiệt tình ,POS,4
 cửa hàng  làm ăn mất uy tín ,NEG,1
mình khá mũm mĩn nhưng mặc vẫn ok ,POS,5
đẹp độc lạ chuẩn luôn ,POS,4
 chất  vai không dẹp ,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh  ,POS,5
sẽ ủng hộ  cửa hàng  nữa ,POS,5
sản phẩm cũng ok ,POS,4
sẽ ủng hộ  cửa hàng  dài dài ,POS,5
áo đúng như miêu ta của  cửa hàng  là mỏng và dai  tớ thì thích dày hơn xíu nên cho     vì đúng miêu tả của  cửa hàng  ,POS,4
hở ngực nhiều và xẻ sâu nên không mặc cùng áo lót thông thường được  positive  ,NEU,3
sẽ ủng hộ thêm positive  positive  positive  ,POS,5
hộp bằng sắt ,NEG,2
chất lượng sản phẩm tạm được đóng gói sản phẩm tạm được giá cả chấp nhận được thời gian giao hàng tạm được ,NEU,3
vì sai sót của  cửa hàng  ,NEG,1
giao nhầm mẫu áo  áo giao nhầm chất tạm được  lần sau  cửa hàng  kiểm tra kỹ trước khi giao đỡ mất công đổi trả ,NEU,3
mua lần nào cũng ưng  positive   cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh ,POS,4
hàng quá mỏng chi hộp với ai ngực to thôi đóng gói sản phẩm chắc chắn ,POS,4
vải đẹp  in đẹp  đường may khéo ,POS,5
 cỡ  nhỏ nh  được  cái vải nỉ rất tốt ,POS,4
chất lượng sản phẩm tuyệt vời ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh ,POS,5
 cửa hàng  phục vụ rất kém mình báo  cỡ  mình lại gửi cỡ s nhắn tin với  cửa hàng  mà không trả lời mình đành bỏ xó cái quần vì không ních vừa ,NEG,2
nói chung là đẹp ,POS,5
k nên mua lớn hơn   cỡ  ,POS,4
tiền nào của nấy tất mới mua nhg bị rạn nhỏ ,NEG,1
hỏi  cửa hàng  thì bảo tại sao bạn mua hàng không vừa mà  cửa hàng  phải chịu phí vc ,NEG,1
áo giống với hình ,NEU,3
mặc rất thích  quần rất  dễ thương  ,POS,5
chị chủ  cửa hàng  dễ thương lắm nha  sợ mình mua mất phí giao hàng tội nghiệp em gái tỉnh xa  chị tư vấn nhiệt tình mà giao hàng nhanh như chim bay  đóng gói cẩn thận  mình sẽ ủng hộ  cửa hàng  dài dài vì  yêu  chị chủ hi ,POS,5
dạng bọt dùng cũng khá tốn   dùng không thích ,NEG,1
hàng hơi to và nặng  mới xài thử vài ngày thấy ok  sạc vào pin lẫn vào máy đều khá nhanh ,POS,4
chất lượng sản phẩm tuyệt vời chị chủ dễ thương lại còn tặng quà nữa ,POS,5
mặc dù sim đã kích hoạt trc hơn  day nhưng không sao cả chất lượng  sản phẩm  tốt     ủng hộ  cửa hàng  ,POS,5
nhận được  sản phẩm  khá ưng ý ,POS,5
  không mặc hơi nhỏ một tí ,POS,4
ban đầu mình nghĩ là ren mỏng  nhưng nhận  được  thì thấy ren đẹp hơn mình tưởng tượng ,POS,5
from áo lên rất xấu   vải không đẹp bỏ ra  mua bằng giá tiền đi  cửa hàng  mà nhận về hàng rất dỡ  ,NEG,1
đẹp vãi ok ,POS,5
giao hàng rất nhanh luôn ,POS,5
không giống như mong đợi ,NEG,2
chất lượng sản phẩm tuyệt vời  đóng gói sản phẩm rất đẹp và chắc chắn  rất đáng tiền  thời gian giao hàng rất nhanh ,POS,5
bạn chủ  cửa hàng  đáng yêu  v  ,POS,5
cực kì hài lòng ,POS,4
mua lần đầu mà đã được tặng quà  positive  ,NEU,3
sản phẩm đẹp  như hình form hơi rộng xíu ,POS,4
vải thun mềm  co giãn tốt ,POS,4
mọi người nên mua ủng hộ nhá vải đẹp fom chuẩn ,POS,5
em tìm mua áo có loại vải như này lâu lắm luôn rồi ấy ,POS,5
 cửa hàng  phục vụ khá tốt ,POS,4
chất vải dày  quá tốt so với giá tiền ,POS,5
kiểu đẹp  vải chưa đẹp  ka ki mịn ok luôn ,POS,5
áo vải dày quá tuyệt so với giá ,NEG,1
chất lượng đảm bảo ,POS,5
chất lượng sản phẩm tuyệt vời   đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền   thời gian giao hàng nhanh hơn dự định 💝 ,POS,5
thời gian giao hàng rất nhanh ,POS,4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời rất đáng tiền ,POS,5
trên hình thấy form rộng lắm mà sao áo nhân được nó nhỏ xíu cỡ  cỡ  mình  negative  ,NEG,2
chịu cmnr ,NEG,1
nhưng hơi thất vọng ,NEG,2
chất ok mặc đẹp ,POS,4
vải hơi mỏng ,NEU,3
mình mua của  cửa hàng  này rất nhiều lần vì mình cũng bán online nên lấy đồ  cửa hàng     sản phẩm  tốt   tạm  được  còn   không thể chấp nhận  được  vải áo hàn áo thun áo nhật hodie vải dày tốt nhưng mà áo khoác kaki áo style cổ hàn   bị dính bẩn rất nghiêm trọng luôn giặt không ra  được  lại còn dính mhiều nữa chớ ,NEG,1
đẹp  mỗi tội hơi xoè tí ,POS,5
rất ưng ,POS,5
con đầu rất ưng nhưng con gửi sau cho mình vỏ nát be nát bét nha bác  chú ý khâu đóng gói cho mình ,NEG,2
hàng rất đẹp ạ mỗi tội phải đợi hơi lâu chút dù sao vẫn cho  cửa hàng      positive  ,POS,5
cho      vì cái váy làm hỏng cả cuộc tình người ta hu ,NEU,3
đẹp toẹt vời lun sh ,POS,5
 cửa hàng  phục vụ kém mua sơn móng lựa màu gửi đàng hoàng rốt cuộc giao  chai chỉ có  màu bây giờ hỏi lại  cửa hàng  trả lời cái rồi im luôn chất lượng sản phẩm tạm được ,NEG,1
chất lượng sản phẩm tuyệt vời     ,POS,5
vải thi mỏng nhão đường chi thi thưa  áo may cái to cái nhỏ mua  cái mà mặc đươc  cái hai cái con lại thì nhỏ xíu không đúng  cỡ  s  negative  negative  negative  negative  ,NEG,1
 cửa hàng  cho hẳn mỗi áo  màu ,NEU,3
chất lượng sản phẩm rất kém hàng lỗi vải mh ta hang thi  cửa hàng  không chấp nhận ,NEG,1
bề ngoài nhìn gọn gàng chắc chắn  về chất lượng thì đi  thời gian mới biết được ,NEU,3
mua  được  giá sale nữa thích qtqd ,POS,4
hơi rộng ,NEG,2
vải chất nilon  nóng  nói chung là xiền nào hàng ý là đúng rồi ,NEU,3
áo giống hình ,NEU,3
đẹp nhưng hơi mỏng ạ  positive  ,POS,4
 đẹp   không chô chê co giãn mäc rât thoại mái tôn dáng rât dęp   chį em nào muôn mua ma con ngoai cu yên tâm nhé nêu có    la cho luon ,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh ,POS,5
ao len  chất  min  đep ,POS,4
hàng y hình ,POS,4
túi hơi nhỏ so với mong đợi ,NEG,2
chất vải không  được  tốt đóng gói xấu ,NEG,1
 cửa hàng  nhiệt tình ạ ,POS,4
bị rách đường chỉ nữa ,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,4
chán luôn ,NEG,1
áo  cỡ  mình chật so với số đo  cửa hàng  hướng dẫn còn lại mẫu mã chấp nhận được ,NEU,3
dáng cũng thoải mái     star star star star  cho  cửa hàng  nhen ,POS,5
nhưng hàng ok ,NEG,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh ,POS,5
đầm  quá  ,NEU,3
váy mềm mượt và lên dáng rất đẹp ,POS,5
áo màu xanh phù hợp với người  tuổi trở lên còn trẻ đừng chọn vì màu hơi tối ,NEU,3
váy chất vải đẹp dày dặn không nhăn ,POS,4
giao hàng nhanh hơn tụt quần chất lượng sản phẩm tuyệt vời ,POS,5
áo hơi ngắn ,NEG,2
chất lượng vải rất tốt ,POS,5
 sản phẩm  đẹp vừa giá tiền ,POS,4
gói hàng còn bị dơ và móp méo ,NEG,1
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời wúa xênh  cửa hàng  phục vụ rất tốt rất đáng tiền  ,POS,5
giá quá rẻ cho  bộ ngủ  positive  positive  ,POS,5
thất vọng về sản phẩm  đường chỉ may rất cẩu thả  bị sùi chỉ  lệch đường  dễ bung  tay bèo xoăn cong lại không vuốt được ra  áo cỡ s mà rộng thùng thình như áo cho bầu mặc ,NEG,1
nói chung  được  này mất kia không hoàn hảo hết được ,NEU,3
chất lượng sản phẩm tuyệt vời màu đẹp  sản phẩm giống hình ,POS,5
hàng ok  dày dặn nhé  cửa hàng  ,POS,5
dày dặn hơn đỏ tía   trắng ,POS,5
mua  cỡ  l để mặc bầu mà váy hơi ôm có vẻ không bon chen  được  lâu ,NEU,3
màu quá xấu  màu tươi quá nhìn ghê ,NEG,1
đang đợi cuối tuần mẹ mình về thử  nếu mẹ thích sẽ mua thêm  positive  positive  positive  ,POS,4
mua màu be mà nhận hàng giống màu mỡ gà ,NEG,2
ao thai ma tem nhan cho thi chu trung quoc  cho thi chu hang viet ,NEU,3
 cửa hàng  ghi kích thước  nhưng thực tế chỉ  ,NEG,2
chất lương ok đẹp  mình sẻ ung hộ  cửa hàng  tip ,POS,5
tạm duoc ,NEU,3
 cửa hàng  có thấy cmt thì cho e hỏi là kết nối với pc thì cần mua thêm cáp gì không   ,NEU,3
áo khá dày dặn  form y hình   cửa hàng  gửi hàng nhanh  positive  ,POS,5
  kiểu dáng áo rất ok positive  ,POS,5
phải đi nhấn lại ,NEU,3
giao hàng nhanh  ,NEU,3
bộ quần áo rất đẹp  mình mua cho bố  bố rất thích ,POS,5
giầy chật không đi vừa ,NEU,3
hàng đẹp giá rẻ chủ  cửa hàng  nhiệt tình sẽ tiếp tục ủng hộ ,POS,4
k nhăn ,POS,5
mẫu mã để thi đẹp khi giao hàng còn thua cái ao chó của tui nữa ,NEU,3
 cửa hàng  gửi sai màu ,NEG,1
sản phản mới chất lượng sản phẩm tuyệt vời  ,POS,5
giao sai màu áo ,NEG,2
hàng đẹp tiếc là đt không chụp  được  anh cho  cửa hàng   cái ảnh ,POS,4
chất lượng sản phẩm tạm được chữ bị lỗi ,NEG,2
quần không hề giống hình  trc h mua  cửa hàng e chưa bh bị như vậy ,NEG,1
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn  cửa hàng  phục vụ khá tốt đáng đồng tiền thời gian giao hàng nhanh ,POS,5
áo đẹp ,POS,5
lạp xưởng ngon  nhìn mỡ vậy mà khi chiên xong ăn không bị ngán  giá đẹp ,POS,5
tính đổi sản phầm khác nhưng mắc công đóng gói lại ,NEU,3
chất ok nhưng quần rộng quá không giống hình  negative  ,POS,4
mặc dù có chút trục trặc về việc giao hàng nhưng chủ  cửa hàng  gọi điện nói chuyện rất lịch sự nên cũng cho qua được ,POS,4
đẹp  se ưng hô ,POS,5
chất áo dày dặn đẹp  nhug nó là phom xuông dài  những ai  nhu mình nếu thích mặc phom  bình thường  thì sẽ hơi dài nhé  nhưng chất lượng tốt  đóng gói cẩn thận  còn có quà kèm theo thư viết tay  đặc biệt chủ  cửa hàng  tư vấn rất nhiệt tình  nc thân thiện ,POS,5
vải rất đẹp   sẽ còn ủng hộ  cửa hàng  dài dài ,POS,5
hàng đẹp ,POS,5
ko có hàng mà khi cho hàng vao gio kho vẫn báo con mấy chục chiếc  không có hàng mà khi nhắn tin hoi cung rap tin nhân chung chung ,NEG,2
phần đế trắng dễ bám bẩn  chùi không dễ ra ,NEG,2
chất lượng sản phẩm tuyệt vời ,POS,5
chất vải tốt  áo mặc vừa in ,POS,5
nóng nhanh và dễ dùng ,NEU,3
vải nóng  mỏng xuyên thấu  đường may xấu  chữ ,NEG,1
giá cả chấp nhận được  sản phẩm giao sai mầu với đơn hàng  đặt đỏ giao đen negative  ,NEG,1
máy trầy nhìu ,NEG,2
hàng rất ưng ý  cửa hàng  ạ ,POS,5
may không vắt line ,NEG,2
chất lượng sản phẩm tạm được ,POS,4
vải đẹp  nhưng hàng bị lỗi phải đi sữa lại tiếc thật ,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời ,POS,5
chất tốt ,POS,4
thái độ phục vụ ok ,POS,5
 cỡ  l mà như xl ,NEU,3
rẻ hơn những chỗ khác nhiều mà áo còn  lớp màu chuẩn ,POS,4
 cửa hàng  phục vụ rất tốt nhưng quần không như hình ,NEU,3
tạm thời nghe  ok  không biết lâu dài thì thế nào ,POS,5
đúng là tiền nào của đấy  ,NEU,3
vừa vặn ,POS,5
sản phẩm chuẩn y hình ,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền ,POS,5
chất lượng sản phẩm rất kém  mùi hắc không chịu nổi còn sữa tắm thì lỏng lè ,NEG,1
đóng gói  sản phẩm  cẩn thận ,POS,4
áo đẹp lắm  cửa hàng    ,POS,4
hàng  hạn sử dụng  mới     quà tặng băng đô rất xinh ạ ,POS,4
chất lượng sản phẩm tuyệt vời chất đẹp ,POS,5
triệu  positive  ,POS,5
 cửa hàng  tư vấn siêu hịn  positive  được tặng cả đôi vớ xinh xinh ,POS,5
đúng hàng thái ,NEU,3
chất vải tốt ,POS,5
gói nhỏ nhưng khá nhiều ,POS,4
áo đẹp vải rất ok luôn ,POS,4
ưng  được  mỗi áo này ,POS,4
sẽ ủg hộ  cửa hàng  tiếp ,POS,5
áo đẹp lắm ạ  positive  ,POS,5
thoi gian giao hang rat cham  ,NEG,1
thời gian giao hàng rất nhanh ,POS,5
hàng đẹp  chắc chắn  form khuôn ngực đúc đẹp ,POS,4
trời ơi nhận cái áo khác xa hình ,NEG,2
 negative chất bình thường nói chung tiền nào của đấy ,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn    hàng tốt giống hình y luôn    chu  cửa hàng  rat de thuong khi tang kem them mon qua sieu de thuong ,POS,5
hạn sử dụng còn rất xa luôn   góp ý nho nhỏ  lần sau  cửa hàng  dán băng dính trên nắp để tránh quá trình vận chuyển nó bị bung nhé ,POS,4
sản phẩm cũng được ,POS,4
hàng hoa thì đều rất đẹp nhưng chỉ có điều mình mới mua nên dây đàn đánh thì nó không đánh  được  hay như đàn cũ của mình cho lắm ,POS,4
san pham tam đuoc ở cổ đường may ẩu ,NEU,3
tư vấn nhiệt tình  positive  positive  positive  ,POS,4
đẹp  chất lượng  rất thích luôn ,POS,5
chất vải có chút không như mong đợi ,NEU,3
màu đậm hơn so với ảnh  chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt thời gian giao hàng nhanh ,POS,5
chất lượng sản phẩm tuyệt vời  đóng gói sản phẩm rất đẹp và chắc chắn   cửa hàng  phục vụ rất tốt  rất đáng tiền  thời gian giao hàng rất nhanh  chủ  cửa hàng  tư vấn nhiệt tình và thân thiện  áo chuẩn như hình và vãi áo rất mịn đẹp mặc rất thoải mái  giá cả lại hợp với túi tiền ,POS,5
ủng hộ  cửa hàng  ,NEU,3
đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh đáng đồng tiền  cửa hàng  phục vụ khá tốt chất lượng sản phẩm tốt ,POS,5
mui giày có vẻ không đẹp  so với giá thì hơi chênh nhao xíu,NEG,2
khá mỏng  ngắn  vải ok ,POS,4
chủ  cửa hàng  dễ thương nhiệt tình  positive  positive  positive  positive  ,POS,5
lần  mua áo rất đẹp ,POS,5
sản phẩm rất tốt đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
 cửa hàng  này đáng tin tưởng nhất ,POS,5
quá đẹp lông mượt ấm rất thích ,POS,4
chủ  cửa hàng  rất dễ chịu  thoải mái đổi trả nếu bạn không vừa ý hàng y hình   giá khá rẻ so với cái áo dễ thương ,POS,4
form chuẩn ,POS,4
thời gian giao hàng rất nhanh và  cửa hàng  phục vụ nhiet tinh ,POS,4
chất lượng đẹp giống hình ,POS,5
đặt  cỡ  s giao mình ,NEU,3
trừ      vì nhầm lẫn thôi ,POS,4
minh ua ao cho ox va minh   ck minh rat thich ao nay miem mai va rat mat ,POS,5
 cửa hàng  nhiệt tình dễ thương  quần đẹp vừa vặn  mua dịp săn deal sale còn  được  tặng thêm quà nhỏ nhỏ xinh xinh  x ,POS,5
áo form nhỏ  cửa hàng  tư vấn không đúng may mà bán lại được mong  cửa hàng  lần sau tư vấn kĩ hơn ,NEG,2
rất hợp ý mình ,POS,5
vải đơ cứng không mềm với cả dáng áo không đẹp ,NEG,2
mình hỏi mà trả lời mất dạy lắm ,NEG,1
đóng gói kĩ  chủ  cửa hàng  dễ thương  nail mẫu đẹp ,POS,5
ủng hộ  cửa hàng  dài dài ,POS,5
bin cực khủng  được  gần  tuần luôn ,POS,5
chất áo được ạ  form dáng  màu in ok ạ ,POS,5
 cửa hàng  nói hồng phấn nhưng là hồng ruốc ,NEG,2
áo vải đẹp ,POS,5
màu hơi đậm hơn hình một chút ,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn áo bân đep vải đep ,POS,5
 cửa hàng  phục vụ rất tốt  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh ,POS,5
hình  màu mà giao màu đen duy nhất ,NEG,2
thời gian giao hàng rất nhanh ,POS,4
vải ok ma quá rộg lun ,POS,4
nhưng nói gì bi giờ ,NEU,3
giá rẻ mà chất lượng ổn quá ,POS,4
sẽ tiếp tục ủng hộ ,POS,5
chất lượng sản phẩm tuyệt vời   đóng gói sản phẩm rất đẹp và chắc chắn   cửa hàng  phục vụ rất tốt  rất đáng tiền  thời gian giao hàng rất nhanh ,POS,5
mình rất ưng ,POS,5
 cửa hàng  giao nhầm  cỡ   negative  ,NEG,1
mới dùng chất lượng ok ,POS,5
khác hình ,NEG,2
cách tư vấn của  cửa hàng  không nhiệt tình  khó chịu ,NEG,1
sản phẩm tệ ,NEG,1
chất lượng  sản phẩm  tốt nhưng  cửa hàng  giao hàng thiếu ,NEG,2
bị rách đũng chỉ thừa nhiều ,NEG,1
áo đẹp  chất đẹp  tiền cũng đẹp  positive  positive  ,POS,4
áo ok có điều tay áo hơi nhỏ ,NEG,1
mà chắc mình to nên mặc hơi xấu hi ,POS,4
có điều lấy nhầm màu cho mình ,NEU,3
giao hàng nhanh ,POS,4
mặc toàn tụt xuống mông ,NEG,1
đóng gói cẩn thận  bọc kỹ với xốp ,NEU,3
rất đáng tiền ,POS,5
cai quai cầm tay hơi nhàu một tý nhưng không sao ,POS,4
chất lượng sản phẩm tốt  vải y hình hơi mỏng  nhưng khseo vẫn đẹp nha mng ơi ,POS,4
chất liệu tốt giống như hình mẫu ,POS,5
sản phẩm đẹp vải cũng ok ,POS,5
đóng gói sản phẩm từng cái  áo đẹp hơn hịn mình chụp tại lười diện lên người ,POS,5
máy chạy ồn  hiệu   quả   không tốt ,NEG,1
mặc vừa xinh luôn ,POS,5
áo co giãn nhẹ mình  không béo quá không chui vừa  negative  ,NEU,3
mua nhiều được tặng quà xinh xinh ,POS,5
k hiểu sao lại ra màu trắng trận châu ,NEU,3
